Rank,Song,Artist,Year,Lyrics_List
67,love,musiq soulchild,2001,"love,many,things,ive,got,tell,im,afraid,dont,know,cause,theres,possibility,youll,look,differently,love,ever,since,first,moment,spoke,name,knew,life,things,destined,change,causelove,many,people,use,name,vain,love,faith,sometimes,go,astray,love,ups,downs,joy,hurt,love,better,worse,still,choose,firstmany,days,ive,longed,wanting,hoping,chance,get,know,longing,kiss,touch,feel,essence,many,nights,ive,cried,things,felt,like,could,die,thought,losing,know,youre,real,doubts,fears,questionslove,many,people,use,name,vain,love,faith,sometimes,go,astray,love,ups,downs,joy,hurt,love,better,worse,still,choose,firstat,first,didnt,mean,much,know,youre,need,world,looks,brand,new,found,love,everyday,live,everything,say,feel,believe,true,got,know,im,truelove,many,people,use,name,vain,love,faith,sometimes,go,astray,love,ups,downs,joy,hurt,love,better,worse,still,choose,firstlove,many,people,use,name,vain,love,faith,sometimes,go,astray,love,ups,downs,joy,hurt,love,better,worse,still,choose,first"
68,its over now,112,2001,"numbers,pocket,remember,used,throw,things,away,wanna,keep,touch,gave,reason,act,shadybaby,know,call,anytime,anything,needed,would,give,ooh,thats,much,care,wanna,act,nownever,call,back,turning,cell,phone,girl,know,aint,cool,yes,dont,understand,baby,yeahbaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like,nowyou,think,dont,know,whats,going,cause,youre,always,home,alone,im,always,town,need,stop,trying,play,cause,cant,even,fade,know,youre,messing,around,babybaby,know,call,anytime,anything,needed,would,give,thats,much,care,baby,wanna,act,nownever,call,back,turning,cell,phone,girl,know,aint,cool,oh,dont,understand,babybaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like,nowbaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like,nowbaby,shame,shame,go,things,go,youre,love,im,love,think,talk,problems,instead,running,awayoh,baby,shame,couldnt,work,forgot,love,feelings,start,heart,always,oh,girl,shamebaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like,nowbaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like,nowbaby,shame,gotta,go,cant,even,talk,girl,dont,even,kiss,never,wouldve,thought,wed,breaking,like"
69,no more baby ima do right,3lw,2001,"cant,cant,man,man,man,baby,ima,right,treat,like,lady,open,doors,doors,wanna,front,youre,boys,boys,gonna,play,bought,clothes,clothes,ones,wearin,hoes,hoes,know,never,thought,would,nerve,nerve,think,since,curb,curb,blowin,pager,say,want,chance,chance,listen,say,playa,please,im,one,baby,ima,right,right,im,one,baby,ima,right,righti,wanna,know,happened,love,used,best,friends,go,wrong,gonna,see,good,im,tired,im,listen,babylisten,playa,chill,tell,gon,cite,found,honey,gotta,break,said,aint,thing,girl,whats,name,keelay,keelay,look,face,tell,dealie,dealie,oh,wanna,go,shade,im,paid,know,hate,oh,got,one,warm,cause,thought,youd,come,right,back,save,could,whatever,together,like,better,dont,never,mehey,yo,promised,kate,spade,last,year,boy,8th,grade,aint,biggie,baby,boy,aint,one,chance,yo,friends,around,dont,wanna,hold,hand,see,girl,stylin,wildin,inside,mix,hoppin,whips,whips,five,six,yes,fly,crone,pardon,tone,go,quarter,go,call,tyroneno,im,one,say,ssay,say,im,one,say,ssay,say,im,one,could,bad,im,one,im,one,one"
70,turn off the light,nelly furtado,2001,"getting,lonely,inside,bed,know,lick,wounds,say,woe,instead,theres,aching,inside,head,telling,youre,better,alonebut,midnight,morning,come,day,see,get,somethey,say,girl,ya,know,act,tough,tough,tough,well,till,turn,light,turn,light,say,girl,know,act,rough,rough,rough,well,till,turn,light,turn,lightand,say,follow,follow,follow,till,see,dreams,everything,magical,world,quite,seemsi,looked,day,cos,think,im,good,ready,change,live,life,moon,high,play,low,harvest,go,slow,full,gobut,midnight,morning,come,day,see,youre,gonna,get,somethey,say,girl,ya,know,act,tough,tough,tough,well,till,turn,light,turn,light,say,girl,know,act,rough,rough,rough,well,till,turn,light,turn,lightand,say,follow,follow,follow,till,see,dreams,everything,magical,world,quite,seemsand,im,searching,things,cannot,see,dont,dont,dont,come,pretend,cool,want,believe,without,heart,sleeveim,running,im,running,catch,life,love,im,looking,find,cant,see,cant,cant,see,yeahall,yeah,logic,turn,light,turn,light,need,turn,light,turn,lightand,said,follow,follow,follow,see,dreams,yea,everything,magical,world,quite,seemsfollow,follow,turn,light,turn,light,follow,follow,turn,light,turn,lightand,said,follow,follow,follow,see,dreams,see,dreams,follow,follow,follow,see,dreams,see,dreamswhere,logic,turn,light,turn,light,need,turn,light,turn,light,turn,turn,light,turn,light,logic,turn,light,turn,light,need"
71,aint nothing bout you,brooks  dunn,2001,"thought,love,something,could,never,never,knew,could,feel,much,yearning,deep,part,heart,reaction,touch,perfect,passion,cant,get,enough,way,look,way,laugh,way,love,aint,nothing,bout,dont,something,way,kiss,way,cry,way,move,walk,theres,aint,nothing,bout,dont,something,life,ive,hammered,heavy,blows,never,knocked,feet,gotta,smile,go,baby,mystery,surrender,girl,got,everything,way,look,way,laugh,way,love,aint,nothing,bout,dont,something,way,kiss,way,cry,way,move,walk,theres,aint,nothing,bout,dont,something,love,attitude,rose,tattoo,every,thought,smile,lips,girl,list,goes,way,look,way,laugh,way,love,aint,nothing,bout,dont,something,way,kiss,way,cry,way,move,walk,theres,aint,nothing,bout,dont,something,way,look,way,laugh,way,love,dance,drive,make,feel,alive,way,talk,way,tease,think,see,aint,nothing,bout,dont,something"
72,play,jennifer lopez,2001,"ooh,ooh,ah,ooh,ooh,ooh,ooh,ye,ooh,oohi,could,wait,night,day,go,party,sit,wait,give,request,dj,cause,song,hes,gotta,play,hear,beat,get,body,seat,grab,guy,move,feet,hes,playin,songplay,come,play,song,play,night,long,turn,turn,play,come,dj,play,song,know,turns,dj,play,song,turn,turn,ondj,play,song,cause,want,dancing,night,long,play,play,play,play,play,favorite,songi,dont,care,everybodys,gone,turn,upcause,turns,keep,dancing,night,long,feels,right,cant,wrong,get,chills,spine,whenever,hear,song,mine,stops,better,press,rewind,let,one,timeplay,come,play,song,play,night,long,turn,turn,play,come,dj,play,song,know,turns,dj,play,song,cause,want,dancing,night,longplay,come,play,song,play,night,long,turn,turn,play,come,dj,play,song,know,turns,dj,play,song,cause,want,dancing,night,longi,want,dance,crime,alright,yeah,thats,hotness,right,play,come,play,song,play,night,long,turn,turn,mr,dj,ive,asked,3,times,already,play,mother,fuckin,songplay,come,dj,play,song,know,turns,dj,play,song,turn,turn,onplay,come,play,song,play,night,long,turn,turn,play,come,dj,play,song,know,turns,dj,play,song,cause,want,dancing,night,longplay,come,play,song,play,night,long,turn,turn,play,come,dj,play,song,know,turns,dj,play,song,turn,turn"
73,im already there,lonestar,2001,"called,road,lonely,cold,hotel,room,hear,say,love,one,time,heard,sound,kids,laughin,backgroundhe,wipe,away,tear,eye,little,voice,came,phone,said,daddy,comin,home,said,first,thing,came,mindim,already,take,look,around,im,sunshine,hair,im,shadow,groundim,whisper,wind,im,imaginary,friend,know,im,prayers,oh,im,already,thereshe,got,back,phone,said,really,miss,darlin,dont,worry,kids,theyll,alright,wish,arms,lyin,right,beside,youbut,know,ill,dreams,tonight,ill,gently,kiss,lips,touch,fingertips,turn,light,close,eyesim,already,dont,make,sound,im,beat,heart,im,moonlight,shinin,downim,whisper,wind,ill,til,end,feel,love,share,oh,im,already,therewe,may,thousand,miles,apart,ill,wherever,areim,already,take,look,around,im,sunshine,hair,im,shadow,groundim,whisper,wind,ill,til,end,feel,love,share,oh,im,already,oh,im,already"
74,my baby,lil romeo,2001,"hotline,request,song,sure,baby,lil,romeo,got,thatoh,romeo,give,chance,young,dont,need,girlfriend,walk,home,school,anyway,okay,oh,romeo,cutest,boy,know,know,know,let,girlfriendthey,call,lil,p,represent,cp3,calliope,ya,heard,straight,new,orleans,gotta,uncle,named,silkk,uncle,named,c,dribbling,ball,since,age,3i,got,game,like,coby,dunk,like,poppa,p,im,zone,aint,stoppin,coz,jumpa,baby,humma,girls,jockin,miller,boyz,wear,limit,gear,head,feetits,like,whodi,got,crazy,like,whodi,want,lady,like,whodi,wont,baby,like,whodi,cant,girl,fade,meet,skatin,rinkoh,romeo,give,chance,young,dont,need,girlfriend,walk,home,school,anyway,okay,oh,romeo,cutest,boy,know,know,know,let,girlfriend11,years,old,makin,bs,lil,mommys,cant,keep,hands,see,streets,holla,whats,doc,gotta,bugs,bunny,chain,wit,matchin,watchi,make,jump,like,kris,kross,bounce,like,bow,im,next,generation,came,lock,im,little,boy,live,big,mans,life,got,girls,passin,wanna,wifei,got,grown,women,wanna,life,time,reach,18,im,gon,nothin,nice,im,r,e,high,school,im,goin,straight,pros,bounce,bounceoh,romeo,give,chance,young,dont,need,girlfriend,walk,home,school,anyway,okay,oh,romeo,cutest,boy,know,know,know,let,girlfriendsoldier,boy,want,dont,want,girls,around,flyest,thing,boy,thats,goin,heard,call,romeo,well,im,juliet,must,playin,hide,seek,cause,boy,hard,catchoh,romeo,give,chance,young,dont,need,girlfriend,walk,home,school,anyway,okay,oh,romeo,cutest,boy,know,know,know,let,girlfriendwhy,boys,make,elbows,swing,girls,make,elbows,swingromeo,gonna,dat,thang,romeo,gonna,dat,thang,romeo,gonna,dat,thang,romeo,gonna,dat,thangwhy,boys,make,elbows,swing,girls,make,elbows,swing,boys,make,elbows,swing,girls,make,elbows,swingthrow,em,get,em,throw,em,get,em,throw,em,get,em,whatthis,fly,girls,punk,fly,boys,punk,fly,girls,thats,bout,fly,boys,thats,bout,itmake,em,sweat,make,em,sweat,make,em,sweat,make,em,sweat,make,em,sweat,make,em,sweatthats,folks"
75,beautiful day,u2,2001,"heart,bloom,shoots,stony,ground,theres,room,space,rent,townyoure,luck,reason,care,traffic,stuck,youre,moving,anywhereyou,thought,youd,found,friend,take,place,someone,could,lend,hand,return,graceits,beautiful,day,sky,falls,feel,like,beautiful,day,dont,let,get,awayyoure,road,youve,got,destination,youre,mud,maze,imaginationyoure,lovin,town,even,doesnt,ring,true,youve,youits,beautiful,day,dont,let,get,away,beautiful,daytouch,take,place,teach,know,im,hopeless,casesee,world,green,blue,see,china,right,front,see,canyons,broken,cloud,see,tuna,fleets,clearing,sea,see,bedouin,fires,night,see,oil,fields,first,light,see,bird,leaf,mouth,flood,colors,came,outit,beautiful,day,dont,let,get,away,beautiful,daytouch,take,place,reach,know,im,hopeless,casewhat,dont,dont,need,dont,know,feel,somehow,dont,dont,need,dont,need,beautiful,day"
76,austin,blake shelton,2001,"left,without,leavin,number,said,needed,clear,mind,figured,shed,gone,back,austin,cause,talked,time,almost,year,called,three,rings,answering,machine,gotif,callin,bout,car,sold,tuesday,night,im,bowlin,youve,got,somethin,sell,wastin,time,im,buyin,anybody,else,wait,tone,know,ps,austin,still,love,youthe,telephone,fell,counter,heard,couldnt,believe,kind,man,would,hang,long,kind,love,must,waited,three,days,tried,didnt,know,shed,say,heard,three,rings,thenif,friday,night,im,ball,game,first,thing,saturday,dont,rain,im,headed,lake,ill,gone,weekend,long,ill,call,back,get,home,sunday,afternoon,ps,austin,still,love,youwell,time,left,number,another,word,waited,phone,sunday,evening,heardif,callin,bout,heart,still,listened,little,wouldnt,taken,long,know,belong,way,boy,machine,talkin,cant,tell,austin,still,love,youi,still,love"
77,southern hospitality,ludacris,2001,"cadillac,grills,cadillac,mills,check,oil,cadillac,spills,matter,fact,candy,paint,cadillacs,kill,check,hoes,cadillac,fills,twenty,inch,wide,twenty,inches,high,hoe,dont,like,twenty,inch,ride,twenty,inch,thighs,make,twenty,inch,eyes,hoping,american,twenty,inch,pies,pretty,ass,clothes,pretty,ass,toes,oh,love,pretty,ass,hoes,pretty,ass,high,class,anything,goes,catch,em,club,throwing,pretty,ass,bows,longjohn,drawers,longjohn,stalls,stank,puss,make,long,john,pause,women,cell,making,long,john,calls,like,juggle,get,long,johns,ballsall,players,house,buy,bar,balling,ass,niggas,wit,candy,cars,pimp,know,dont,love,hoes,get,flow,nigga,throw,bows,women,house,chasing,cash,got,big,titties,wit,matching,ass,ya,flyass,boots,ya,open,toes,ya,get,flow,nigga,throw,bowsdirty,south,mind,blowing,dirty,south,bread,catfish,fried,dirty,south,fed,sleep,cotpicking,dirty,south,bed,dirty,south,girls,gimme,dirty,south,head,hand,flipflops,hand,socks,hand,drug,dealers,hand,rocks,hand,50,pack,swisher,sweets,box,goodfella,rich,niggas,hand,stocks,mouth,full,platinum,mouth,full,gold,forty,glock,cal,keep,mouth,hold,lie,teeth,could,find,mouth,cold,rip,ya,tongue,cause,ya,mouth,told,sweat,lemonade,sweat,tea,sweat,hot,sauce,sweat,sweat,burn,third,degree,sweat,sleep,sweat,meall,players,house,buy,bar,balling,ass,niggas,wit,candy,cars,pimp,know,dont,love,hoes,get,flow,nigga,throw,bows,women,house,chasing,cash,got,big,titties,wit,matching,ass,ya,flyass,boots,ya,open,toes,ya,get,flow,nigga,throw,bowshit,stars,hit,cars,drunk,liquor,getting,hit,bars,keep,yo,girl,close,cause,shes,hit,far,hit,neptunes,hit,guitars,afro,picks,afro,chicks,let,soul,glow,afro,dick,rabbit,hat,pulling,afro,tricks,afroamerican,afro,thick,overall,country,overall,jeans,overall,georgia,overall,clean,southern,hospitality,overall,mean,overall,triple,overall,beams,thugged,niggas,wear,thugged,chains,thugged,blocks,playing,thugged,games,black,tinted,thugged,range,dtp,stay,thugged,thangsall,players,house,buy,bar,balling,ass,niggas,wit,candy,cars,pimp,know,dont,love,hoes,get,flow,nigga,throw,bows,women,house,chasing,cash,got,big,titties,wit,matching,ass,ya,flyass,boots,ya,open,toes,ya,get,flow,nigga,throw,bowsall,players,house,buy,bar,balling,ass,niggas,wit,candy,cars,pimp,know,dont,love,hoes,get,flow,nigga,throw,bows,women,house,chasing,cash,got,big,titties,wit,matching,ass,ya,flyass,boots,ya,open,toes,ya,get,flow,nigga,throw,bowsnigga,throw,dem,bows,nigga,throw,dem,bows,nigga,throw,dem,bows,nigga,throw,dem,bows"
78,grown men dont cry,tim mcgraw,2001,"pulled,shopping,center,saw,little,boy,wrapped,around,legs,mother,like,ice,cream,melting,embraced,years,bad,decisions,runnin,face,mornin,id,thinkin,lifes,hard,wore,everything,livin,car,wanted,tell,em,would,okay,got,got,suburban,drove,awayi,dont,know,say,grown,men,dont,cry,dont,know,say,grown,men,dont,crykeep,dream,old,man,im,10,years,old,hes,holding,hand,talkin,front,porch,watchin,sun,go,dream,slave,job,couldnt,around,many,things,wanna,say,placed,rose,grave,talk,windand,dont,know,say,grown,men,dont,cry,dont,know,say,grown,men,dont,cry,dont,cryim,sittin,kids,wife,everything,hold,dear,life,say,grace,thank,lord,got,much,thankful,stairs,bed,little,girl,says,havent,story,yet,everything,weighin,mind,disappears,like,lifts,head,pillow,says,love,dadi,dont,know,say,grown,men,dont,cry,dont,know,say,grown,men,dont,cry,dont,know,say,grown,men,dont,cry,dont,know,say,grown,men,dont,cry,dont,cry"
79,livin it up,ja rule featuring case,2001,"yeah,yeah,yeah,yeah,cmon,cmon,uh,bitches,givin,uh,niggas,livin,say,bitches,givin,ah,cmonbaby,youre,typical,everyday,one,night,thing,physical,ima,fuck,tonight,thing,fuck,knowing,name,get,ass,range,rollover,gettin,blown,blowing,dojabring,head,closure,thats,good,bitch,ima,leave,bitch,probably,treat,bitch,mo,better,cause,aint,know,gangstas,hoes,go,togetherpoppin,collar,partna,spot,baby,rule,spot,mug,watch,love,half,hoes,hate,half,love,ones,hate,hate,cause,aint,fucked,meand,say,im,lucky,think,ive,got,time,fuck,hoes,shows,flight,lama,dodge,white,rolls,uhoh,another,episodewhat,niggas,livin,say,bitches,givin,uhhwhat,niggas,livin,say,bitches,givin,uhh,love,cmonbitches,wanna,hold,name,exactly,thats,suck,dick,passion,average,aint,mad,atcha,never,leave,alone,cause,fucks,im,home,phone,sex,im,gonewe,grown,got,minds,bust,freaks,like,old,dog,love,jones,many,zones,baby,one,hoe,two,hoes,fuck,prissy,bitches,hoes,pornobut,know,rule,livin,got,hoes,givin,like,little,ooh,baby,cute,body,rides,sexuali,got,stick,ill,ride,right,next,dough,nut,cut,ill,open,freeway,dick,mouth,foot,clutch,rule,bitch,givin,fuckwhat,niggas,livin,say,bitches,givin,uhhwhat,niggas,livin,say,bitches,givin,uhh,love,cmoncmon,get,high,cmon,get,ride,cmon,get,live,live,yo,lifelove,sexy,want,next,whole,vibe,like,high,ecstasy,cause,aint,nuthin,e,thang,baby,know,pussy,wet,like,crazyi,wanna,feel,passion,come,ask,laugh,cry,cry,laughin,aint,nothin,happenin,bitch,got,little,highpicked,thigh,started,crackin,radio,blastin,aint,low,freak,shit,doi,thought,knew,know,know,docause,good,night,head,aint,right,like,teddy,p,lets,turn,light,grind,takin,times,til,sun,come,bitch,find,outwhat,niggas,livin,say,bitches,givin,uhhwhat,niggas,livin,say,bitches,givin,uhh,love,cmonwhat,niggas,livin,say,bitches,givin,uhhwhat,niggas,livin,say,bitches,givin,uhh,love,cmoncmon,get,high,cmon,get,ride,cmon,get,live,cmon,time,unverified"
80,loverboy,mariah carey featuring cameo,2001,"kissingah,uh,huh,uh,huh,baby,ah,uh,huh,uh,huh,baby,ah,uh,huh,uh,huh,baby,wooi,want,want,want,want,need,need,need,need,aa,lover,lover,lover,lover,lover,lover,lover,loverboy,meis,glitter,breast,gloss,lips,hickeys,chest,toss,hips,im,lost,mix,floss,sea,turning,hits,exist,dreamsits,mo,maker,dough,chaser,get,right,would,ya,heart,breaker,keep,tight,im,faker,laugh,youll,cry,lateri,think,like,ya,freak,clothes,freak,specialized,peep,shows,ill,make,ya,touch,ya,knees,ya,elbows,toes,girl,street,melroseits,clear,see,like,smoke,choke,ill,freak,doubt,kind,got,like,freeze,roll,got,itchy,balls,blow,thati,got,lover,loves,like,invites,come,every,time,oh,sugar,daddy,takes,ride,whatever,way,going,expect,leave,timehes,mine,loving,makes,high,like,taste,ecstasy,need,loverboyloverboy,come,love,give,touch,touch,enjoy,way,rock,night,long,baby,night,long,loverboy,come,take,know,make,shudder,anticipation,night,long,night,longi,got,lover,hes,sublime,quite,bit,heaven,feel,inside,come,sugar,daddy,take,ride,whatever,way,going,expect,leave,timei,get,weak,candys,sweet,caressed,whole,body,need,loverboyloverboy,come,love,give,touch,touch,enjoy,way,rock,night,long,enjoy,way,rock,loverboy,come,take,know,make,shudder,anticipation,night,longwell,im,kind,innocent,vision,love,adore,even,though,image,thugwhat,see,eyes,see,bring,freak,im,lovergirlme,loverboy,roam,alone,come,touch,toys,making,noise,cant,avoidthe,way,throw,cant,pop,backdrop,stopwatch,brattat,get,ya,rock,hard,things,wanna,wanna,get,obscene,cream,youre,dingaling,mingle,bother,sensation,come,outill,make,scream,uh,huh,uh,huh,baby,feel,pump,pump,lady,behind,close,like,family,youre,sweet,taste,like,types,candy,starburst,jellybeansbanana,split,dairy,queen,butterfinger,tangerines,chickens,taste,loverboy,dreams,ladies,let,hear,scream,hate,much,want,cant,fuck,bitches,emulating,daily,daily,hate,much,want,cant,fuck,bitches,imitating,lately,loverboyloverboy,come,love,give,give,touch,touch,enjoy,way,rock,night,long,strawberry,loverboy,come,take,raspberry,know,make,good,things,shudder,anticipation,diamonds,gumdrops,night,long,thats,seem,meloverboy,come,love,oh,give,touch,touch,enjoy,way,rock,night,long,lets,get,started,loverboy,come,take,lets,get,started,know,make,shudder,anticipation,strawberry,night,long,raspberry"
